key,order_id,product_id,differences
US-2017-136581-OFF-PA-10002787,US-2017-136581,OFF-PA-10002787,"{'Product Name': {'source_value': 'Xerox 227', 'target_value': 'xerox 227'}}"
CA-2017-165918-OFF-BI-10004364,CA-2017-165918,OFF-BI-10004364,"{'Product Name': {'source_value': 'Storex Dura Pro Binders', 'target_value': 'storex dura pro binders'}}"
CA-2017-118255-OFF-BI-10003291,CA-2017-118255,OFF-BI-10003291,"{'Product Name': {'source_value': 'Wilson Jones Leather-Like Binders with DublLock Round Rings', 'target_value': 'wilson jones leather-like binders with dubllock round rings'}}"
CA-2018-117947-OFF-BI-10002824,CA-2018-117947,OFF-BI-10002824,"{'Product Name': {'source_value': 'Recycled Easel Ring Binders', 'target_value': 'recycled easel ring binders'}}"
CA-2016-134075-OFF-ST-10001496,CA-2016-134075,OFF-ST-10001496,"{'Product Name': {'source_value': 'Standard Rollaway File with Lock', 'target_value': 'standard rollaway file with lock'}}"
CA-2018-106432-OFF-BI-10002799,CA-2018-106432,OFF-BI-10002799,"{'Product Name': {'source_value': 'SlimView Poly Binder, 3/8""', 'target_value': 'slimview poly binder, 3/8""'}}"
US-2018-118157-OFF-EN-10004459,US-2018-118157,OFF-EN-10004459,"{'Product Name': {'source_value': 'Security-Tint Envelopes', 'target_value': 'security-tint envelopes'}}"
CA-2018-105809-FUR-FU-10004090,CA-2018-105809,FUR-FU-10004090,"{'Product Name': {'source_value': 'Executive Impressions 14"" Contract Wall Clock', 'target_value': 'executive impressions 14"" contract wall clock'}}"
CA-2015-111899-OFF-AR-10001725,CA-2015-111899,OFF-AR-10001725,"{'Product Name': {'source_value': 'Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'target_value': 'boston home & office model 2000 electric pencil sharpeners'}}"
CA-2018-119809-OFF-BI-10003925,CA-2018-119809,OFF-BI-10003925,"{'Product Name': {'source_value': 'Fellowes PB300 Plastic Comb Binding Machine', 'target_value': 'fellowes pb300 plastic comb binding machine'}}"
US-2016-139759-FUR-CH-10002774,US-2016-139759,FUR-CH-10002774,"{'Product Name': {'source_value': 'Global Deluxe Stacking Chair, Gray', 'target_value': 'global deluxe stacking chair, gray'}}"
CA-2015-153983-OFF-FA-10003495,CA-2015-153983,OFF-FA-10003495,"{'Product Name': {'source_value': 'Staples', 'target_value': 'staples'}}"
CA-2016-165050-OFF-BI-10001031,CA-2016-165050,OFF-BI-10001031,"{'Product Name': {'source_value': 'Pressboard Data Binders by Wilson Jones', 'target_value': 'pressboard data binders by wilson jones'}}"
CA-2018-124114-OFF-BI-10004022,CA-2018-124114,OFF-BI-10004022,"{'Product Name': {'source_value': 'Acco Suede Grain Vinyl Round Ring Binder', 'target_value': 'acco suede grain vinyl round ring binder'}}"
CA-2015-127166-OFF-BI-10000977,CA-2015-127166,OFF-BI-10000977,"{'Product Name': {'source_value': 'Ibico Plastic Spiral Binding Combs', 'target_value': 'ibico plastic spiral binding combs'}}"
CA-2018-122154-OFF-LA-10000121,CA-2018-122154,OFF-LA-10000121,"{'Product Name': {'source_value': 'Avery 48', 'target_value': 'avery 48'}}"
US-2018-140907-TEC-AC-10004510,US-2018-140907,TEC-AC-10004510,"{'Product Name': {'source_value': 'Logitech Desktop MK120 Mouse and keyboard Combo', 'target_value': 'logitech desktop mk120 mouse and keyboard combo'}}"
CA-2017-149762-FUR-TA-10004147,CA-2017-149762,FUR-TA-10004147,"{'Product Name': {'source_value': 'Hon 4060 Series Tables', 'target_value': 'hon 4060 series tables'}}"
CA-2016-148635-FUR-BO-10002213,CA-2016-148635,FUR-BO-10002213,"{'Product Name': {'source_value': 'Sauder Forest Hills Library, Woodland Oak Finish', 'target_value': 'sauder forest hills library, woodland oak finish'}}"
CA-2018-158876-FUR-FU-10001967,CA-2018-158876,FUR-FU-10001967,"{'Product Name': {'source_value': 'Telescoping Adjustable Floor Lamp', 'target_value': 'telescoping adjustable floor lamp'}}"
CA-2017-152247-FUR-CH-10001215,CA-2017-152247,FUR-CH-10001215,"{'Product Name': {'source_value': 'Global Troy Executive Leather Low-Back Tilter', 'target_value': 'global troy executive leather low-back tilter'}}"
CA-2018-137085-OFF-BI-10000632,CA-2018-137085,OFF-BI-10000632,"{'Product Name': {'source_value': 'Satellite Sectional Post Binders', 'target_value': 'satellite sectional post binders'}}"
CA-2018-100111-OFF-PA-10000807,CA-2018-100111,OFF-PA-10000807,"{'Product Name': {'source_value': 'TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad', 'target_value': 'tops ""important message"" pads, canary, 4-1/4 x 5-1/2, 50 sheets per pad'}}"
CA-2018-131254-FUR-CH-10003774,CA-2018-131254,FUR-CH-10003774,"{'Product Name': {'source_value': ""Global Wood Trimmed Manager's Task Chair, Khaki"", 'target_value': ""global wood trimmed manager's task chair, khaki""}}"
US-2016-103996-FUR-FU-10004586,US-2016-103996,FUR-FU-10004586,"{'Product Name': {'source_value': 'G.E. Longer-Life Indoor Recessed Floodlight Bulbs', 'target_value': 'g.e. longer-life indoor recessed floodlight bulbs'}}"
CA-2016-144288-OFF-PA-10002787,CA-2016-144288,OFF-PA-10002787,"{'Product Name': {'source_value': 'Xerox 227', 'target_value': 'xerox 227'}}"
US-2018-148362-OFF-PA-10003441,US-2018-148362,OFF-PA-10003441,"{'Product Name': {'source_value': 'Xerox 226', 'target_value': 'xerox 226'}}"
CA-2017-154536-OFF-BI-10004410,CA-2017-154536,OFF-BI-10004410,"{'Product Name': {'source_value': 'C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack', 'target_value': 'c-line peel & stick add-on filing pockets, 8-3/4 x 5-1/8, 10/pack'}}"
CA-2016-125395-TEC-AC-10004708,CA-2016-125395,TEC-AC-10004708,"{'Product Name': {'source_value': 'Sony 32GB Class 10 Micro SDHC R40 Memory Card', 'target_value': 'sony 32gb class 10 micro sdhc r40 memory card'}}"
US-2016-146745-FUR-CH-10002372,US-2016-146745,FUR-CH-10002372,"{'Product Name': {'source_value': 'Office Star - Ergonomically Designed Knee Chair', 'target_value': 'office star - ergonomically designed knee chair'}}"
CA-2016-109708-TEC-PH-10001944,CA-2016-109708,TEC-PH-10001944,"{'Product Name': {'source_value': 'Wi-Ex zBoost YX540 Cellular Phone Signal Booster', 'target_value': 'wi-ex zboost yx540 cellular phone signal booster'}}"
CA-2015-107594-OFF-AR-10000716,CA-2015-107594,OFF-AR-10000716,"{'Product Name': {'source_value': 'DIXON Ticonderoga Erasable Checking Pencils', 'target_value': 'dixon ticonderoga erasable checking pencils'}}"
CA-2017-157280-FUR-FU-10004665,CA-2017-157280,FUR-FU-10004665,"{'Product Name': {'source_value': '3M Polarizing Task Lamp with Clamp Arm, Light Gray', 'target_value': '3m polarizing task lamp with clamp arm, light gray'}}"
CA-2017-108735-FUR-BO-10003441,CA-2017-108735,FUR-BO-10003441,"{'Product Name': {'source_value': 'Bush Westfield Collection Bookcases, Fully Assembled', 'target_value': 'bush westfield collection bookcases, fully assembled'}}"
US-2018-117247-FUR-TA-10002958,US-2018-117247,FUR-TA-10002958,"{'Product Name': {'source_value': 'Bevis Oval Conference Table, Walnut', 'target_value': 'bevis oval conference table, walnut'}}"
CA-2016-161263-OFF-AP-10002350,CA-2016-161263,OFF-AP-10002350,"{'Product Name': {'source_value': 'Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector', 'target_value': 'belkin f9h710-06 7 outlet surgemaster surge protector'}}"
CA-2016-123939-OFF-ST-10003208,CA-2016-123939,OFF-ST-10003208,"{'Product Name': {'source_value': 'Adjustable Depth Letter/Legal Cart', 'target_value': 'adjustable depth letter/legal cart'}}"
CA-2017-151155-FUR-FU-10001918,CA-2017-151155,FUR-FU-10001918,"{'Product Name': {'source_value': 'C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings', 'target_value': 'c-line cubicle keepers polyproplyene holder with velcro backings'}}"
CA-2018-111178-OFF-AR-10001954,CA-2018-111178,OFF-AR-10001954,"{'Product Name': {'source_value': 'Newell 331', 'target_value': 'newell 331'}}"
CA-2018-108560-OFF-LA-10003930,CA-2018-108560,OFF-LA-10003930,"{'Product Name': {'source_value': 'Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'target_value': 'dot matrix printer tape reel labels, white, 5000/box'}}"
US-2017-101196-OFF-ST-10004804,US-2017-101196,OFF-ST-10004804,"{'Product Name': {'source_value': 'Belkin 19"" Vented Equipment Shelf, Black', 'target_value': 'belkin 19"" vented equipment shelf, black'}}"
CA-2018-103212-FUR-TA-10003473,CA-2018-103212,FUR-TA-10003473,"{'Product Name': {'source_value': 'Bretford Rectangular Conference Table Tops', 'target_value': 'bretford rectangular conference table tops'}}"
CA-2015-145317-TEC-MA-10002412,CA-2015-145317,TEC-MA-10002412,"{'Product Name': {'source_value': 'Cisco TelePresence System EX90 Videoconferencing Unit', 'target_value': 'cisco telepresence system ex90 videoconferencing unit'}}"
CA-2015-120852-TEC-AC-10004510,CA-2015-120852,TEC-AC-10004510,"{'Product Name': {'source_value': 'Logitech Desktop MK120 Mouse and keyboard Combo', 'target_value': 'logitech desktop mk120 mouse and keyboard combo'}}"
CA-2015-120768-OFF-SU-10004115,CA-2015-120768,OFF-SU-10004115,"{'Product Name': {'source_value': 'Acme Stainless Steel Office Snips', 'target_value': 'acme stainless steel office snips'}}"
CA-2018-156818-TEC-AC-10002323,CA-2018-156818,TEC-AC-10002323,"{'Product Name': {'source_value': 'SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card', 'target_value': 'sandisk ultra 32 gb microsdhc class 10 memory card'}}"
CA-2017-116722-FUR-FU-10001934,CA-2017-116722,FUR-FU-10001934,"{'Product Name': {'source_value': 'Magnifier Swing Arm Lamp', 'target_value': 'magnifier swing arm lamp'}}"
CA-2016-104052-TEC-PH-10003215,CA-2016-104052,TEC-PH-10003215,"{'Product Name': {'source_value': 'Jackery Bar Premium Fast-charging Portable Charger', 'target_value': 'jackery bar premium fast-charging portable charger'}}"
CA-2017-104276-FUR-TA-10001039,CA-2017-104276,FUR-TA-10001039,"{'Product Name': {'source_value': 'KI Adjustable-Height Table', 'target_value': 'ki adjustable-height table'}}"
CA-2016-162376-OFF-PA-10000300,CA-2016-162376,OFF-PA-10000300,"{'Product Name': {'source_value': 'Xerox 1936', 'target_value': 'xerox 1936'}}"
CA-2017-151169-OFF-BI-10002813,CA-2017-151169,OFF-BI-10002813,"{'Product Name': {'source_value': 'Avery Reinforcements for Hole-Punch Pages', 'target_value': 'avery reinforcements for hole-punch pages'}}"
US-2018-152898-OFF-AP-10000027,US-2018-152898,OFF-AP-10000027,"{'Product Name': {'source_value': 'Hoover Commercial SteamVac', 'target_value': 'hoover commercial steamvac'}}"
CA-2016-129546-OFF-AP-10002495,CA-2016-129546,OFF-AP-10002495,"{'Product Name': {'source_value': 'Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets', 'target_value': 'acco smartsocket table surge protector, 6 color-coded adapter outlets'}}"
CA-2016-111395-OFF-PA-10000994,CA-2016-111395,OFF-PA-10000994,"{'Product Name': {'source_value': 'Xerox 1915', 'target_value': 'xerox 1915'}}"
CA-2016-134922-OFF-EN-10000483,CA-2016-134922,OFF-EN-10000483,"{'Product Name': {'source_value': 'White Envelopes, White Envelopes with Clear Poly Window', 'target_value': 'white envelopes, white envelopes with clear poly window'}}"
CA-2018-153843-OFF-PA-10003673,CA-2018-153843,OFF-PA-10003673,"{'Product Name': {'source_value': 'Strathmore Photo Mount Cards', 'target_value': 'strathmore photo mount cards'}}"
CA-2017-106278-FUR-CH-10003061,CA-2017-106278,FUR-CH-10003061,"{'Product Name': {'source_value': 'Global Leather Task Chair, Black', 'target_value': 'global leather task chair, black'}}"
US-2016-107349-OFF-BI-10001765,US-2016-107349,OFF-BI-10001765,"{'Product Name': {'source_value': 'Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges', 'target_value': 'wilson jones heavy-duty casebound ring binders with metal hinges'}}"
US-2018-168116-TEC-MA-10004125,US-2018-168116,TEC-MA-10004125,"{'Product Name': {'source_value': 'Cubify CubeX 3D Printer Triple Head Print', 'target_value': 'cubify cubex 3d printer triple head print'}}"
CA-2017-101630-OFF-LA-10004425,CA-2017-101630,OFF-LA-10004425,"{'Product Name': {'source_value': 'Staple-on labels', 'target_value': 'staple-on labels'}}"
CA-2018-166093-OFF-PA-10003893,CA-2018-166093,OFF-PA-10003893,"{'Product Name': {'source_value': 'Xerox 1962', 'target_value': 'xerox 1962'}}"
CA-2016-130995-TEC-PH-10000347,CA-2016-130995,TEC-PH-10000347,"{'Product Name': {'source_value': 'Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple', 'target_value': 'cush cases heavy duty rugged cover case for samsung galaxy s5 - purple'}}"
CA-2018-102519-TEC-AC-10001772,CA-2018-102519,TEC-AC-10001772,"{'Product Name': {'source_value': 'Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive', 'target_value': 'memorex mini travel drive 16 gb usb 2.0 flash drive'}}"
US-2015-138835-OFF-BI-10003314,US-2015-138835,OFF-BI-10003314,"{'Product Name': {'source_value': 'Tuff Stuff Recycled Round Ring Binders', 'target_value': 'tuff stuff recycled round ring binders'}}"
CA-2017-143714-TEC-CO-10004722,CA-2017-143714,TEC-CO-10004722,"{'Product Name': {'source_value': 'Canon imageCLASS 2200 Advanced Copier', 'target_value': 'canon imageclass 2200 advanced copier'}}"
CA-2015-103492-OFF-BI-10004817,CA-2015-103492,OFF-BI-10004817,"{'Product Name': {'source_value': 'GBC Personal VeloBind Strips', 'target_value': 'gbc personal velobind strips'}}"
CA-2015-157924-FUR-CH-10000229,CA-2015-157924,FUR-CH-10000229,"{'Product Name': {'source_value': 'Global Enterprise Series Seating High-Back Swivel/Tilt Chairs', 'target_value': 'global enterprise series seating high-back swivel/tilt chairs'}}"
CA-2016-147529-OFF-PA-10003349,CA-2016-147529,OFF-PA-10003349,"{'Product Name': {'source_value': 'Xerox 1957', 'target_value': 'xerox 1957'}}"
CA-2018-136448-TEC-AC-10003628,CA-2018-136448,TEC-AC-10003628,"{'Product Name': {'source_value': 'Logitech 910-002974 M325 Wireless Mouse for Web Scrolling', 'target_value': 'logitech 910-002974 m325 wireless mouse for web scrolling'}}"
US-2018-155425-FUR-CH-10003312,US-2018-155425,FUR-CH-10003312,"{'Product Name': {'source_value': 'Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs', 'target_value': 'hon 2090 “pillow soft” series mid back swivel/tilt chairs'}}"
CA-2017-137848-OFF-BI-10002225,CA-2017-137848,OFF-BI-10002225,"{'Product Name': {'source_value': 'Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""', 'target_value': 'square ring data binders, rigid 75 pt. covers, 11"" x 14-7/8""'}}"
CA-2016-118871-TEC-PH-10000193,CA-2016-118871,TEC-PH-10000193,"{'Product Name': {'source_value': 'Jensen SMPS-640 -\xa0speaker phone', 'target_value': 'jensen smps-640 -\xa0speaker phone'}}"
US-2016-163433-OFF-PA-10003936,US-2016-163433,OFF-PA-10003936,"{'Product Name': {'source_value': 'Xerox 1994', 'target_value': 'xerox 1994'}}"
CA-2018-110478-OFF-EN-10000483,CA-2018-110478,OFF-EN-10000483,"{'Product Name': {'source_value': 'White Envelopes, White Envelopes with Clear Poly Window', 'target_value': 'white envelopes, white envelopes with clear poly window'}}"
US-2018-141558-FUR-TA-10004086,US-2018-141558,FUR-TA-10004086,"{'Product Name': {'source_value': 'KI Adjustable-Height Table', 'target_value': 'ki adjustable-height table'}}"
CA-2017-142524-OFF-EN-10003286,CA-2017-142524,OFF-EN-10003286,"{'Product Name': {'source_value': 'Staple envelope', 'target_value': 'staple envelope'}}"
CA-2017-106530-OFF-PA-10002986,CA-2017-106530,OFF-PA-10002986,"{'Product Name': {'source_value': 'Xerox 1898', 'target_value': 'xerox 1898'}}"
CA-2017-120355-FUR-FU-10004053,CA-2017-120355,FUR-FU-10004053,"{'Product Name': {'source_value': 'DAX Two-Tone Silver Metal Document Frame', 'target_value': 'dax two-tone silver metal document frame'}}"
CA-2015-163650-OFF-BI-10004965,CA-2015-163650,OFF-BI-10004965,"{'Product Name': {'source_value': 'Ibico Covers for Plastic or Wire Binding Elements', 'target_value': 'ibico covers for plastic or wire binding elements'}}"
CA-2016-130659-FUR-CH-10003535,CA-2016-130659,FUR-CH-10003535,"{'Product Name': {'source_value': 'Global Armless Task Chair, Royal Blue', 'target_value': 'global armless task chair, royal blue'}}"
CA-2015-155271-FUR-FU-10001473,CA-2015-155271,FUR-FU-10001473,"{'Product Name': {'source_value': 'DAX Wood Document Frame', 'target_value': 'dax wood document frame'}}"
CA-2016-116687-TEC-PH-10001750,CA-2016-116687,TEC-PH-10001750,"{'Product Name': {'source_value': 'Samsung Rugby III', 'target_value': 'samsung rugby iii'}}"
CA-2017-105277-OFF-BI-10000301,CA-2017-105277,OFF-BI-10000301,"{'Product Name': {'source_value': 'GBC Instant Report Kit', 'target_value': 'gbc instant report kit'}}"
CA-2015-146283-OFF-PA-10002259,CA-2015-146283,OFF-PA-10002259,"{'Product Name': {'source_value': 'Geographics Note Cards, Blank, White, 8 1/2"" x 11""', 'target_value': 'geographics note cards, blank, white, 8 1/2"" x 11""'}}"
CA-2015-137092-OFF-PA-10002109,CA-2015-137092,OFF-PA-10002109,"{'Product Name': {'source_value': 'Wirebound Voice Message Log Book', 'target_value': 'wirebound voice message log book'}}"
CA-2016-165162-OFF-ST-10003470,CA-2016-165162,OFF-ST-10003470,"{'Product Name': {'source_value': 'Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units', 'target_value': 'tennsco snap-together open shelving units, starter sets and add-on units'}}"
US-2015-119081-OFF-SU-10000157,US-2015-119081,OFF-SU-10000157,"{'Product Name': {'source_value': 'Compact Automatic Electric Letter Opener', 'target_value': 'compact automatic electric letter opener'}}"
CA-2016-113152-FUR-BO-10002613,CA-2016-113152,FUR-BO-10002613,"{'Product Name': {'source_value': 'Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors', 'target_value': 'atlantic metals mobile 4-shelf bookcases, custom colors'}}"
CA-2016-158148-OFF-AP-10003281,CA-2016-158148,OFF-AP-10003281,"{'Product Name': {'source_value': 'Acco 6 Outlet Guardian Standard Surge Suppressor', 'target_value': 'acco 6 outlet guardian standard surge suppressor'}}"
US-2016-122910-TEC-PH-10000441,US-2016-122910,TEC-PH-10000441,"{'Product Name': {'source_value': 'VTech DS6151', 'target_value': 'vtech ds6151'}}"
CA-2015-156587-OFF-ST-10002344,CA-2015-156587,OFF-ST-10002344,"{'Product Name': {'source_value': 'Carina 42""Hx23 3/4""W Media Storage Unit', 'target_value': 'carina 42""hx23 3/4""w media storage unit'}}"
CA-2015-124478-FUR-FU-10002088,CA-2015-124478,FUR-FU-10002088,"{'Product Name': {'source_value': 'Nu-Dell Float Frame 11 x 14 1/2', 'target_value': 'nu-dell float frame 11 x 14 1/2'}}"
CA-2018-138289-FUR-CH-10004626,CA-2018-138289,FUR-CH-10004626,"{'Product Name': {'source_value': 'Office Star Flex Back Scooter Chair with Aluminum Finish Frame', 'target_value': 'office star flex back scooter chair with aluminum finish frame'}}"
CA-2016-152891-FUR-TA-10001857,CA-2016-152891,FUR-TA-10001857,"{'Product Name': {'source_value': 'Balt Solid Wood Rectangular Table', 'target_value': 'balt solid wood rectangular table'}}"
CA-2016-169677-OFF-LA-10003223,CA-2016-169677,OFF-LA-10003223,"{'Product Name': {'source_value': 'Avery 508', 'target_value': 'avery 508'}}"
US-2017-105452-FUR-FU-10003806,US-2017-105452,FUR-FU-10003806,"{'Product Name': {'source_value': 'Tenex Chairmat w/ Average Lip, 45"" x 53""', 'target_value': 'tenex chairmat w/ average lip, 45"" x 53""'}}"
US-2018-160836-OFF-AP-10001626,US-2018-160836,OFF-AP-10001626,"{'Product Name': {'source_value': 'Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags', 'target_value': 'commercial windtunnel clean air upright vacuum, replacement belts, filtration bags'}}"
CA-2018-138310-TEC-AC-10001990,CA-2018-138310,TEC-AC-10001990,"{'Product Name': {'source_value': 'Kensington Orbit Wireless Mobile Trackball for PC and Mac', 'target_value': 'kensington orbit wireless mobile trackball for pc and mac'}}"
CA-2015-154095-OFF-PA-10002923,CA-2015-154095,OFF-PA-10002923,"{'Product Name': {'source_value': 'Xerox 1942', 'target_value': 'xerox 1942'}}"
CA-2016-123456-OFF-AP-10002684,CA-2016-123456,OFF-AP-10002684,"{'Product Name': {'source_value': 'Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection', 'target_value': 'acco 7-outlet masterpiece power center, wihtout fax/phone line protection'}}"
CA-2018-140963-OFF-LA-10003923,CA-2018-140963,OFF-LA-10003923,"{'Product Name': {'source_value': 'Alphabetical Labels for Top Tab Filing', 'target_value': 'alphabetical labels for top tab filing'}}"
US-2018-102638-OFF-FA-10002988,US-2018-102638,OFF-FA-10002988,"{'Product Name': {'source_value': 'Ideal Clamps', 'target_value': 'ideal clamps'}}"
CA-2017-112669-OFF-ST-10001228,CA-2017-112669,OFF-ST-10001228,"{'Product Name': {'source_value': 'Fellowes Personal Hanging Folder Files, Navy', 'target_value': 'fellowes personal hanging folder files, navy'}}"
CA-2018-102820-TEC-PH-10003437,CA-2018-102820,TEC-PH-10003437,"{'Product Name': {'source_value': 'Blue Parrot B250XT Professional Grade Wireless Bluetooth\xa0Headset\xa0with', 'target_value': 'blue parrot b250xt professional grade wireless bluetooth\xa0headset\xa0with'}}"
CA-2017-103163-OFF-BI-10003305,CA-2017-103163,OFF-BI-10003305,"{'Product Name': {'source_value': 'Avery Hanging File Binders', 'target_value': 'avery hanging file binders'}}"
CA-2018-148145-OFF-AR-10003752,CA-2018-148145,OFF-AR-10003752,"{'Product Name': {'source_value': 'Deluxe Chalkboard Eraser Cleaner', 'target_value': 'deluxe chalkboard eraser cleaner'}}"
CA-2018-110429-OFF-BI-10000216,CA-2018-110429,OFF-BI-10000216,"{'Product Name': {'source_value': 'Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'target_value': 'mead 1st gear 2"" zipper binder, asst. colors'}}"
CA-2017-114601-FUR-TA-10004147,CA-2017-114601,FUR-TA-10004147,"{'Product Name': {'source_value': 'Hon 4060 Series Tables', 'target_value': 'hon 4060 series tables'}}"
US-2017-150861-FUR-TA-10002228,US-2017-150861,FUR-TA-10002228,"{'Product Name': {'source_value': 'Bevis Traditional Conference Table Top, Plinth Base', 'target_value': 'bevis traditional conference table top, plinth base'}}"
CA-2015-146843-TEC-AC-10002550,CA-2015-146843,TEC-AC-10002550,"{'Product Name': {'source_value': 'Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack', 'target_value': 'memorex 25gb 6x branded blu-ray recordable disc, 30/pack'}}"
CA-2018-121804-OFF-AP-10004859,CA-2018-121804,OFF-AP-10004859,"{'Product Name': {'source_value': 'Acco 6 Outlet Guardian Premium Surge Suppressor', 'target_value': 'acco 6 outlet guardian premium surge suppressor'}}"
CA-2016-156377-FUR-FU-10002364,CA-2016-156377,FUR-FU-10002364,"{'Product Name': {'source_value': 'Eldon Expressions Wood Desk Accessories, Oak', 'target_value': 'eldon expressions wood desk accessories, oak'}}"
CA-2016-152681-OFF-AR-10003183,CA-2016-152681,OFF-AR-10003183,"{'Product Name': {'source_value': 'Avery Fluorescent Highlighter Four-Color Set', 'target_value': 'avery fluorescent highlighter four-color set'}}"
CA-2016-122259-OFF-SU-10002573,CA-2016-122259,OFF-SU-10002573,"{'Product Name': {'source_value': 'Acme 10"" Easy Grip Assistive Scissors', 'target_value': 'acme 10"" easy grip assistive scissors'}}"
CA-2018-164826-OFF-LA-10001297,CA-2018-164826,OFF-LA-10001297,"{'Product Name': {'source_value': 'Avery 473', 'target_value': 'avery 473'}}"
US-2015-157070-OFF-BI-10001765,US-2015-157070,OFF-BI-10001765,"{'Product Name': {'source_value': 'Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges', 'target_value': 'wilson jones heavy-duty casebound ring binders with metal hinges'}}"
CA-2017-147473-OFF-PA-10004782,CA-2017-147473,OFF-PA-10004782,"{'Product Name': {'source_value': 'Xerox 228', 'target_value': 'xerox 228'}}"
CA-2018-158071-OFF-LA-10004689,CA-2018-158071,OFF-LA-10004689,"{'Product Name': {'source_value': 'Avery 512', 'target_value': 'avery 512'}}"
CA-2018-152275-OFF-AR-10000369,CA-2018-152275,OFF-AR-10000369,"{'Product Name': {'source_value': 'Design Ebony Sketching Pencil', 'target_value': 'design ebony sketching pencil'}}"
CA-2018-166142-FUR-TA-10004607,CA-2018-166142,FUR-TA-10004607,"{'Product Name': {'source_value': 'Hon 2111 Invitation Series Straight Table', 'target_value': 'hon 2111 invitation series straight table'}}"
CA-2015-100706-FUR-FU-10002268,CA-2015-100706,FUR-FU-10002268,"{'Product Name': {'source_value': 'Ultra Door Push Plate', 'target_value': 'ultra door push plate'}}"
CA-2015-151708-TEC-AC-10001767,CA-2015-151708,TEC-AC-10001767,"{'Product Name': {'source_value': 'SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card', 'target_value': 'sandisk ultra 64 gb microsdhc class 10 memory card'}}"
CA-2017-115756-OFF-PA-10002222,CA-2017-115756,OFF-PA-10002222,"{'Product Name': {'source_value': 'Xerox Color Copier Paper, 11"" x 17"", Ream', 'target_value': 'xerox color copier paper, 11"" x 17"", ream'}}"
US-2018-152380-FUR-TA-10002533,US-2018-152380,FUR-TA-10002533,"{'Product Name': {'source_value': 'BPI Conference Tables', 'target_value': 'bpi conference tables'}}"
CA-2016-149909-OFF-PA-10001790,CA-2016-149909,OFF-PA-10001790,"{'Product Name': {'source_value': 'Xerox 1910', 'target_value': 'xerox 1910'}}"
CA-2017-133816-TEC-PH-10001795,CA-2017-133816,TEC-PH-10001795,"{'Product Name': {'source_value': 'ClearOne CHATAttach 160 -\xa0speaker phone', 'target_value': 'clearone chatattach 160 -\xa0speaker phone'}}"
CA-2017-157280-TEC-AC-10000057,CA-2017-157280,TEC-AC-10000057,"{'Product Name': {'source_value': 'Microsoft Natural Ergonomic Keyboard 4000', 'target_value': 'microsoft natural ergonomic keyboard 4000'}}"
CA-2018-101700-FUR-FU-10001025,CA-2018-101700,FUR-FU-10001025,"{'Product Name': {'source_value': 'Eldon Imàge Series Desk Accessories, Clear', 'target_value': 'eldon imàge series desk accessories, clear'}}"
CA-2015-139451-OFF-ST-10002370,CA-2015-139451,OFF-ST-10002370,"{'Product Name': {'source_value': 'Sortfiler Multipurpose Personal File Organizer, Black', 'target_value': 'sortfiler multipurpose personal file organizer, black'}}"
US-2018-105389-TEC-PH-10002824,US-2018-105389,TEC-PH-10002824,"{'Product Name': {'source_value': 'Jabra SPEAK 410 Multidevice Speakerphone', 'target_value': 'jabra speak 410 multidevice speakerphone'}}"
US-2018-128118-OFF-BI-10000216,US-2018-128118,OFF-BI-10000216,"{'Product Name': {'source_value': 'Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'target_value': 'mead 1st gear 2"" zipper binder, asst. colors'}}"
CA-2015-104563-FUR-CH-10004495,CA-2015-104563,FUR-CH-10004495,"{'Product Name': {'source_value': 'Global Leather and Oak Executive Chair, Black', 'target_value': 'global leather and oak executive chair, black'}}"
CA-2018-126914-FUR-CH-10000847,CA-2018-126914,FUR-CH-10000847,"{'Product Name': {'source_value': ""Global Executive Mid-Back Manager's Chair"", 'target_value': ""global executive mid-back manager's chair""}}"
CA-2017-134180-FUR-CH-10004886,CA-2017-134180,FUR-CH-10004886,"{'Product Name': {'source_value': 'Bevis Steel Folding Chairs', 'target_value': 'bevis steel folding chairs'}}"
